dE_max_estimated,used_real_mask,valid_pixel_fraction,observed_baseline_rgb,n_baseline_pixels,correction_scale,correction_suspicious,used_background_model,n_valid_windows,n_blocks_dropped_as_implausible,max_dE_raw,part_id,image_filepath,well_size,truck_number,dE_max_measured,label
15.84153202766737,True,0.382813102816358,"(np.float64(143.0), np.float64(144.0), np.float64(147.0))",12800,"(np.float64(1.4377622377622377), np.float64(1.3611111111111112), np.float64(1.2714285714285716))",False,False,7969,13,35.56196010109272,672,training_set\images\image_00672.jpg,7024,118.0,2.21555309781979,PASS
16.35018534797512,True,0.4214867862654321,"(np.float64(192.0), np.float64(166.0), np.float64(130.0))",12800,"(np.float64(1.0708333333333333), np.float64(1.180722891566265), np.float64(1.4376923076923078))",False,False,8755,33,40.77744892322437,141,training_set\images\image_00141.jpg,6024,112.0,2.0779509563821965,PASS
15.547750948763463,True,0.5642314091435185,"(np.float64(147.0), np.float64(147.0), np.float64(149.0))",5650,"(np.float64(1.398639455782313), np.float64(1.3333333333333333), np.float64(1.2543624161073825))",False,False,11710,45,53.10007260611187,723,training_set\images\image_00723.jpg,7038,118.0,3.604823579121601,PASS
15.034050678003334,True,0.4214867862654321,"(np.float64(191.5), np.float64(166.0), np.float64(130.0))",12800,"(np.float64(1.0736292428198433), np.float64(1.180722891566265), np.float64(1.4376923076923078))",False,False,8755,9,31.60588478880101,142,training_set\images\image_00142.jpg,6024,112.0,2.372384962116799,PASS
16.65133223412587,True,0.6222890142746914,"(np.float64(153.5), np.float64(155.0), np.float64(159.0))",12800,"(np.float64(1.339413680781759), np.float64(1.264516129032258), np.float64(1.1754716981132076))",False,False,12878,5,27.679684088765697,923,training_set\images\image_00923.jpg,6038,123.0,2.218903561254612,PASS
19.82219490696147,True,0.4214867862654321,"(np.float64(190.5), np.float64(166.0), np.float64(129.5))",12800,"(np.float64(1.079265091863517), np.float64(1.180722891566265), np.float64(1.4432432432432434))",False,False,8755,358,61.49157704775958,389,training_set\images\image_00389.jpg,6024,,3.6869469526323697,FAIL
12.605087876412622,True,0.5642314091435185,"(np.float64(149.0), np.float64(150.0), np.float64(153.0))",5650,"(np.float64(1.3798657718120806), np.float64(1.3066666666666666), np.float64(1.2215686274509805))",False,False,11710,0,16.04918406912033,729,training_set\images\image_00729.jpg,7038,118.0,1.083288153573039,PASS
7.966603946192645,True,0.382813102816358,"(np.float64(187.0), np.float64(160.0), np.float64(120.0))",12800,"(np.float64(1.0994652406417111), np.float64(1.225), np.float64(1.5575))",False,False,7969,0,8.883225423047438,183,training_set\images\image_00183.jpg,7024,111.0,5.706529294931187,FAIL
16.596798409470157,True,0.4214867862654321,"(np.float64(143.0), np.float64(145.0), np.float64(148.0))",12800,"(np.float64(1.4377622377622377), np.float64(1.3517241379310345), np.float64(1.262837837837838))",False,False,8755,290,59.75773932339469,1151,training_set\images\image_01151.jpg,6024,130.0,2.1260810944662527,PASS
11.83603648451917,True,0.5642314091435185,"(np.float64(146.0), np.float64(146.0), np.float64(147.0))",5650,"(np.float64(1.4082191780821918), np.float64(1.3424657534246576), np.float64(1.2714285714285716))",False,False,11710,0,15.536248345634567,724,training_set\images\image_00724.jpg,7038,118.0,2.2842591387534767,PASS
13.985775647489525,True,0.382813102816358,"(np.float64(148.0), np.float64(151.0), np.float64(155.0))",12800,"(np.float64(1.3891891891891892), np.float64(1.2980132450331126), np.float64(1.2058064516129032))",False,False,7969,0,16.8704484031031,838,training_set\images\image_00838.jpg,7024,121.0,3.344045849861563,PASS
13.691194021469897,True,0.4214867862654321,"(np.float64(153.0), np.float64(155.0), np.float64(162.0))",12800,"(np.float64(1.3437908496732025), np.float64(1.264516129032258), np.float64(1.1537037037037037))",False,False,8755,26,45.348717648638754,738,training_set\images\image_00738.jpg,6024,119.0,2.280777055641292,PASS
21.09409870237267,True,0.4214867862654321,"(np.float64(151.0), np.float64(154.0), np.float64(159.0))",12800,"(np.float64(1.36158940397351), np.float64(1.2727272727272727), np.float64(1.1754716981132076))",False,False,8755,282,40.65139985054537,750,training_set\images\image_00750.jpg,6024,119.0,2.2201794514765325,PASS
13.365315159345847,True,0.5642314091435185,"(np.float64(141.0), np.float64(142.0), np.float64(146.0))",5650,"(np.float64(1.4581560283687942), np.float64(1.380281690140845), np.float64(1.2801369863013699))",False,False,11710,0,16.823491531847434,1015,training_set\images\image_01015.jpg,7038,127.0,2.439828479622176,PASS
9.136281667270296,True,0.4214867862654321,"(np.float64(191.0), np.float64(166.0), np.float64(130.0))",12800,"(np.float64(1.0764397905759162), np.float64(1.180722891566265), np.float64(1.4376923076923078))",False,False,8755,0,18.173835511845333,398,training_set\images\image_00398.jpg,6024,,3.897846628748755,FAIL
10.762012777952295,True,0.5642314091435185,"(np.float64(155.0), np.float64(157.0), np.float64(162.0))",5650,"(np.float64(1.3264516129032258), np.float64(1.2484076433121019), np.float64(1.1537037037037037))",False,False,11710,0,14.264759915060392,865,training_set\images\image_00865.jpg,7038,121.0,3.543303862137464,PASS
13.721599625646379,True,0.5642314091435185,"(np.float64(150.0), np.float64(151.0), np.float64(154.0))",5650,"(np.float64(1.3706666666666667), np.float64(1.2980132450331126), np.float64(1.2136363636363636))",False,False,11710,0,17.76714239062314,1105,training_set\images\image_01105.jpg,7038,129.0,4.75233390960713,PASS
